TMDB ID,Title,Release Date,Budget,Revenue,IMDB ID,Rating,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDB Rating,IMDB Votes,DVD Release Date,Production,Day of Release,Month of Release,Year of Release,Revenue (Millions),Runtime (Min),Primary Genre
102651,Maleficent,2014-05-30,180000000.0,758539785.0,tt1587310,PG,97 min,"Action, Adventure, Family, Fantasy, Romance",Robert Stromberg,"Linda Woolverton (screenplay by), Charles Perrault (based on ""La Belle au bois dormant"" written by)","Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",English,USA,Nominated for 1 Oscar. Another 12 wins & 42 nominations.,https://m.media-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg,7.0,"323,986",04 Nov 2014,Walt Disney Pictures,Friday,May,2014,758.5397849999998,97,Action
188161,A Million Ways to Die in the West,2014-05-30,40000000.0,86410000.0,tt2557490,R,116 min,"Comedy, Western",Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson","As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","English, Navajo, Mandarin",USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ0NDcyNjg0MV5BMl5BanBnXkFtZTgwMzk4NTA4MTE@._V1_SX300.jpg,6.1,"163,828",07 Oct 2014,Universal Pictures,Friday,May,2014,86.41,116,Comedy
85889,Filth,2014-05-30,5000000.0,9114264.0,tt1450321,R,97 min,"Comedy, Crime, Drama",Jon S. Baird,"Jon S. Baird, Irvine Welsh (based on the novel by)","James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots","A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.","English, German, Scots","UK, Germany, Sweden, Belgium, USA",9 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2NTgyMzM0NV5BMl5BanBnXkFtZTgwNzkwNDE1MzE@._V1_SX300.jpg,7.1,"96,291",12 Aug 2014,Magnet Releasing,Friday,May,2014,9.114264,97,Comedy
141043,A Long Way Down,2014-06-05,0.0,7176347.0,tt0458413,R,96 min,"Comedy, Drama",Pascal Chaumeil,"Nick Hornby (based on the novel by), Jack Thorne (screenplay by)","Pierce Brosnan, Toni Collette, Imogen Poots, Aaron Paul","Four people meet on New Year's Eve, and form a surrogate family to help one another with the difficulties of their lives.",English,"UK, Germany",,https://m.media-amazon.com/images/M/MV5BMTc0MTg0MDI2Ml5BMl5BanBnXkFtZTgwNzM4MDYwMTE@._V1_SX300.jpg,6.4,"29,758",09 Sep 2014,Magnolia Pictures,Thursday,June,2014,7.176347,96,Comedy
248774,Obvious Child,2014-06-06,0.0,3123963.0,tt2910274,R,84 min,"Comedy, Drama, Romance",Gillian Robespierre,"Gillian Robespierre (screenplay by), Karen Maine (story), Gillian Robespierre (story), Elisabeth Holm (story), Anna Bean (based on the short film written by), Karen Maine (based on the short film written by), Gillian Robespierre (based on the short film written by), Harold Manning (french adaptation)","Jenny Slate, Paul Briganti, Gaby Hoffmann, Stephen Singer",A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.,English,USA,10 wins & 29 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0MDU4NjI1OV5BMl5BanBnXkFtZTgwOTY3NDc3MTE@._V1_SX300.jpg,6.8,"22,142",07 Oct 2014,A24 Films,Friday,June,2014,3.1239630000000003,84,Comedy
137113,Edge of Tomorrow,2014-06-06,178000000.0,370541256.0,tt1631867,PG-13,113 min,"Action, Sci-Fi",Doug Liman,"Christopher McQuarrie (screenplay by), Jez Butterworth (screenplay by), John-Henry Butterworth (screenplay by), Hiroshi Sakurazaka (based on the novel ""All You Need Is Kill"" by)","Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton","A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",English,"USA, Canada",11 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg,7.9,"564,760",07 Oct 2014,Warner Bros. Pictures,Friday,June,2014,370.541256,113,Action
197796,Beauty and the Beast,2014-06-09,33000000.0,49100000.0,tt0101414,G,84 min,"Animation, Family, Fantasy, Musical, Romance","Gary Trousdale, Kirk Wise","Linda Woolverton (animation screenplay by), Brenda Chapman (story by), Chris Sanders (story by), Burny Mattinson (story by), Kevin Harkey (story by), Brian Pimental (story by), Bruce Woodside (story by), Joe Ranft (story by), Tom Ellery (story by), Kelly Asbury (story by), Robert Lence (story by)","Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"English, French",USA,Won 2 Oscars. Another 27 wins & 34 nominations.,https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8.0,"399,622",08 Oct 2002,Buena Vista,Monday,June,2014,49.1,84,Animation
82702,How to Train Your Dragon 2,2014-06-13,145000000.0,609123048.0,tt1646971,PG,102 min,"Animation, Action, Adventure, Family, Fantasy",Dean DeBlois,"Dean DeBlois, Cressida Cowell (based upon the ""How to Train Your Dragon"" book series by)","Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",English,USA,Nominated for 1 Oscar. Another 14 wins & 60 nominations.,https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,7.8,"288,683",11 Nov 2014,20th Century Fox,Friday,June,2014,609.123048,102,Animation
242095,The Signal,2014-06-13,4000000.0,2665322.0,tt2910814,PG-13,97 min,"Drama, Mystery, Sci-Fi, Thriller",William Eubank,"Carlyle Eubank, William Eubank, David Frigerio","Patrick Davidson, Brenton Thwaites, Olivia Cooke, Beau Knapp","On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTA2MDc5MDQ2MTVeQTJeQWpwZ15BbWU4MDY4Njc3NDEx._V1_SX300.jpg,6.1,"59,466",23 Sep 2014,Focus Features,Friday,June,2014,2.665322,97,Drama
187017,22 Jump Street,2014-06-13,50000000.0,188441614.0,tt2294449,R,112 min,"Action, Comedy, Crime","Phil Lord, Christopher Miller","Michael Bacall (screenplay), Oren Uziel (screenplay), Rodney Rothman (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series ""21 Jump Street""), Stephen J. Cannell (television series ""21 Jump Street"")","Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",English,USA,7 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,7.0,"329,222",18 Nov 2014,Sony Pictures,Friday,June,2014,188.441614,112,Action
209451,Jersey Boys,2014-06-20,40000000.0,67347013.0,tt1742044,R,134 min,"Biography, Drama, Music, Musical",Clint Eastwood,"Marshall Brickman (screenplay), Rick Elice (screenplay), Marshall Brickman (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons""), Rick Elice (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons"")","Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken",The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.,"English, Italian, French",USA,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjIyMjA2OTM0NF5BMl5BanBnXkFtZTgwMzY2MTI2MTE@._V1_SX300.jpg,6.8,"31,242",11 Nov 2014,Warner Bros. Pictures,Friday,June,2014,67.347013,134,Biography
184098,Think Like a Man Too,2014-06-20,24000000.0,70181428.0,tt2239832,PG-13,106 min,"Comedy, Romance",Tim Story,"Keith Merryman (screenplay), David A. Newman (screenplay), Steve Harvey (book)","Adam Brody, Michael Ealy, Jerry Ferrara, Meagan Good","All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2NjMxNjU1OF5BMl5BanBnXkFtZTgwMTI1OTgxMTE@._V1_SX300.jpg,5.8,"18,969",16 Sep 2014,Sony Pictures,Friday,June,2014,70.181428,106,Comedy
245775,Yves Saint Laurent,2014-06-25,12000000.0,21026290.0,tt2707858,R,106 min,"Biography, Drama",Jalil Lespert,"Marie-Pierre Huster (scenario), Jalil Lespert (scenario), Jacques Fieschi (scenario), Laurence Benaïm (book), Jérémie Guez (collaborating writer), Yann Apperry (scenario collaborator)","Pierre Niney, Guillaume Gallienne, Charlotte Le Bon, Laura Smet","A look at the life of French designer Yves Saint Laurent from the beginning of his career in 1958 when he met his lover and business partner, Pierre Berge.","French, English, Russian, Arabic, Japanese","France, Belgium",2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMjE3NDE1NDAyOF5BMl5BanBnXkFtZTgwMDg0NDQ0MTE@._V1_SX300.jpg,6.3,"10,612",,The Weinstein Company,Wednesday,June,2014,21.02629,106,Biography
110415,Snowpiercer,2014-06-27,39200000.0,86758912.0,tt1706620,R,126 min,"Action, Drama, Sci-Fi",Bong Joon Ho,"Bong Joon Ho (screenplay), Kelly Masterson (screenplay), Bong Joon Ho (screen story), Jacques Lob (based on Le Transperceneige by), Benjamin Legrand (based on Le Transperceneige by), Jean-Marc Rochette (based on Le Transperceneige by)","Chris Evans, Kang-ho Song, Ed Harris, John Hurt","In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.","English, Korean, French, Japanese, Czech, German","South Korea, Czech Republic",33 wins & 103 nominations.,https://m.media-amazon.com/images/M/MV5BOTdjM2NmZTgtYTFlMS00ZWE1LWExNzItZWEyZGE3NjE3OWQ5XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,7.1,"256,497",21 Oct 2014,Radius-TWC,Friday,June,2014,86.758912,126,Action
91314,Transformers: Age of Extinction,2014-06-27,210000000.0,1091405097.0,tt2109248,PG-13,165 min,"Action, Adventure, Sci-Fi",Michael Bay,Ehren Kruger,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz","When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",English,"USA, China, Hong Kong",5 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMjEwNTg1MTA5Nl5BMl5BanBnXkFtZTgwOTg2OTM4MTE@._V1_SX300.jpg,5.6,"289,238",30 Sep 2014,Paramount Pictures,Friday,June,2014,1091.405097,165,Action
238603,Earth to Echo,2014-07-02,13000000.0,45300000.0,tt2183034,PG,91 min,"Adventure, Family, Sci-Fi",Dave Green,"Henry Gayden (screenplay by), Henry Gayden (story by), Andrew Panay (story by)","Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt","After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.",English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjEwMzA5Nzk2Ml5BMl5BanBnXkFtZTgwMDM2NzE4MTE@._V1_SX300.jpg,5.8,"17,859",20 Oct 2014,Relativity Media,Wednesday,July,2014,45.3,91,Adventure
226486,Tammy,2014-07-03,20000000.0,100525432.0,tt2103254,R,97 min,"Comedy, Romance",Ben Falcone,"Melissa McCarthy, Ben Falcone","Melissa McCarthy, Susan Sarandon, Kathy Bates, Allison Janney","After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",English,USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMjIyMDg1ODM5OV5BMl5BanBnXkFtZTgwMTM4NzgxMTE@._V1_SX300.jpg,4.9,"45,633",11 Nov 2014,Warner Bros. Pictures,Thursday,July,2014,100.525432,97,Comedy
198277,Begin Again,2014-07-11,8000000.0,63464861.0,tt1980929,R,104 min,"Comedy, Drama, Music, Romance",John Carney,John Carney,"James Corden, Keira Knightley, Mark Ruffalo, Hailee Steinfeld","A chance encounter between a disgraced music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.",English,USA,Nominated for 1 Oscar. Another 5 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BNjAxMTI4MTgzMV5BMl5BanBnXkFtZTgwOTAwODEwMjE@._V1_SX300.jpg,7.4,"133,587",28 Oct 2014,The Weinstein Company,Friday,July,2014,63.464861,104,Comedy
85350,Boyhood,2014-07-11,4000000.0,44349000.0,tt1065073,R,165 min,Drama,Richard Linklater,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Elijah Smith, Lorelei Linklater","The life of Mason, from early childhood to his arrival at college.","English, Spanish",USA,Won 1 Oscar. Another 172 wins & 212 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_SX300.jpg,7.9,"322,367",06 Jan 2015,IFC Films,Friday,July,2014,44.349,165,Drama
119450,Dawn of the Planet of the Apes,2014-07-11,170000000.0,710644566.0,tt2103281,PG-13,130 min,"Action, Adventure, Drama, Sci-Fi",Matt Reeves,"Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (based on characters created by), Amanda Silver (based on characters created by)","Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,"English, American Sign Language","USA, UK, Canada",Nominated for 1 Oscar. Another 17 wins & 47 nominations.,https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_SX300.jpg,7.6,"397,940",02 Dec 2014,20th Century Fox,Friday,July,2014,710.644566,130,Action
225886,Sex Tape,2014-07-18,40000000.0,126069509.0,tt1956620,R,94 min,"Comedy, Romance",Jake Kasdan,"Kate Angelo (screenplay), Jason Segel (screenplay), Nicholas Stoller (screenplay), Kate Angelo (story)","Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper","A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.","English, Ukrainian",USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDYzMzg5OTA0Ml5BMl5BanBnXkFtZTgwNjQzNzExMjE@._V1_SX300.jpg,5.1,"102,732",21 Oct 2014,Sony Pictures,Friday,July,2014,126.069509,94,Comedy
218836,Planes: Fire & Rescue,2014-07-18,50000000.0,151165787.0,tt2980706,PG,83 min,"Animation, Adventure, Comedy, Family",Roberts Gannaway,"Roberts Gannaway (story and screenplay by), Jeffrey M. Howard (story and screenplay by)","Dane Cook, Ed Harris, Julie Bowen, Curtis Armstrong","When Dusty learns that his engine is damaged and he may never race again, he joins a forest fire and rescue unit to be trained as a firefighter, or else his air strip will be shut down.",English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwMjY4NDM4OF5BMl5BanBnXkFtZTgwMDIxNDU2MTE@._V1_SX300.jpg,6.0,"15,659",04 Nov 2014,Walt Disney Pictures,Friday,July,2014,151.16578700000005,83,Animation
238636,The Purge: Anarchy,2014-07-18,9000000.0,111928365.0,tt2975578,R,103 min,"Action, Horror, Sci-Fi, Thriller",James DeMonaco,"James DeMonaco, James DeMonaco (characters created by)","Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez","Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.",English,"USA, France",3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2ODMxMTk1Nl5BMl5BanBnXkFtZTgwMDEzNjEzMTE@._V1_SX300.jpg,6.4,"129,784",21 Oct 2014,Universal Pictures,Friday,July,2014,111.928365,103,Action
157845,The Rover,2014-07-18,12250000.0,2295423.0,tt2345737,R,103 min,"Crime, Drama",David Michôd,"Joel Edgerton (based on a story by), David Michôd (based on a story by), David Michôd","Guy Pearce, Chan Kien, Tek Kong Lim, Tawanda Manyimo","10 years after a global economic collapse, a hardened loner pursues the men who stole his only possession, his car. Along the way, he captures one of the thieves' brother, and the duo form an uneasy bond during the dangerous journey.","English, Chinese","Australia, USA",3 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4MTc1MzMxN15BMl5BanBnXkFtZTgwMzc4NDA4MTE@._V1_SX300.jpg,6.4,"42,059",23 Sep 2014,A24 Films,Friday,July,2014,2.295423,103,Crime
157849,A Most Wanted Man,2014-07-25,15000000.0,31554855.0,tt1972571,R,122 min,"Crime, Drama, Thriller",Anton Corbijn,"Andrew Bovell (screenplay), John le Carré (novel), Stephen Cornwell (additional writing)","Grigoriy Dobrygin, Philip Seymour Hoffman, Homayoun Ershadi, Mehdi Dehbi","A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.","English, Turkish","UK, USA, Germany",2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BODY2MTA0MjYzMl5BMl5BanBnXkFtZTgwOTE3NzE4MTE@._V1_SX300.jpg,6.8,"69,362",04 Nov 2014,Lionsgate/Roadside Attractions,Friday,July,2014,31.554855,122,Crime
240832,Lucy,2014-07-25,40000000.0,126546825.0,tt2872732,R,89 min,"Action, Sci-Fi, Thriller",Luc Besson,Luc Besson,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","English, Mandarin, French, Italian, German, Spanish, Korean","France, Germany, USA, Taiwan",1 win & 12 nominations.,https://m.media-amazon.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg,6.4,"416,141",20 Jan 2015,Universal Pictures,Friday,July,2014,126.546825,89,Action
243683,Step Up All In,2014-07-25,45000000.0,86165646.0,tt2626350,PG-13,112 min,"Drama, Music, Romance",Trish Sie,"Duane Adler (characters), John Swetnam","Ryan Guzman, Briana Evigan, Adam Sevani, Misha Gabriel Hamilton","All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",English,USA,,https://m.media-amazon.com/images/M/MV5BMTUzMjUyODA1Nl5BMl5BanBnXkFtZTgwMjIwNTQ5MTE@._V1_SX300.jpg,6.0,"30,974",04 Nov 2014,Lionsgate,Friday,July,2014,86.165646,112,Drama
184315,Hercules,2014-07-25,100000000.0,243400000.0,tt0119282,G,93 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Ron Clements, John Musker","Ron Clements (animation screenplay by), John Musker (animation screenplay by), Don McEnery (animation screenplay by), Bob Shaw (animation screenplay by), Irene Mecchi (animation screenplay by), Kaan Kalyon (story), Kelly Wightman (story), Randy Cartwright (story), John Ramirez (story), Jeff Snow (story), Vance Gerry (story), Kirk Hanson (story), Tamara Lusher (story), Francis Glebas (story), Mark Kennedy (story), Bruce Morris (story), Don Dougherty (story), Thom Enriquez (story)","Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,"English, Spanish, Greek",USA,Nominated for 1 Oscar. Another 9 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BZDcwYjEyNWItMGI1Mi00MjI1LWIyMDEtMTQ4YjhkNjM4NDU3XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,7.3,"190,901",09 Nov 1999,Buena Vista Internationa,Friday,July,2014,243.4,93,Animation
229297,Magic in the Moonlight,2014-07-25,16800000.0,51029361.0,tt2870756,PG-13,97 min,"Comedy, Romance",Woody Allen,Woody Allen,"Colin Firth, Antonia Clarke, Natasha Andrews, Valérie Beaulieu",A romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue.,"English, French","USA, France",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQ3NDY5NjIwN15BMl5BanBnXkFtZTgwNjQ2ODkxMjE@._V1_SX300.jpg,6.6,"60,518",16 Dec 2014,Sony Pictures Classics,Friday,July,2014,51.029361,97,Comedy
253235,And So It Goes,2014-07-25,18000000.0,25312387.0,tt2465146,PG-13,94 min,"Comedy, Drama, Romance",Rob Reiner,Mark Andrus,"Michael Douglas, Diane Keaton, Sterling Jerins, Annie Parisse",A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTUwNDAwODY2MF5BMl5BanBnXkFtZTgwMDI2MTUxMjE@._V1_SX300.jpg,5.8,"11,929",18 Nov 2014,Clarius Entertainment,Friday,July,2014,25.312387,94,Comedy
157832,Calvary,2014-08-01,0.0,3593460.0,tt2234003,R,102 min,"Drama, Western",John Michael McDonagh,John Michael McDonagh,"Brendan Gleeson, Chris O'Dowd, Kelly Reilly, Aidan Gillen","After he is threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",English,"Ireland, UK",9 wins & 29 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3MjQ1MjE2M15BMl5BanBnXkFtZTgwNTMzNjE4MTE@._V1_SX300.jpg,7.4,"53,508",09 Dec 2014,Fox Searchlight,Friday,August,2014,3.59346,102,Drama
239566,Get on Up,2014-08-01,0.0,31911598.0,tt2473602,PG-13,139 min,"Biography, Drama, Music",Tate Taylor,"Jez Butterworth (screenplay), John-Henry Butterworth (screenplay), Steven Baigelman (story), Jez Butterworth (story), John-Henry Butterworth (story)","Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis",A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,English,"UK, USA",5 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTY1NjAyMTUzMl5BMl5BanBnXkFtZTgwMTM4NzQ4MTE@._V1_SX300.jpg,6.9,"19,461",06 Jan 2015,Universal Pictures,Friday,August,2014,31.911598,139,Biography
118340,Guardians of the Galaxy,2014-08-01,170000000.0,772776600.0,tt2015381,PG-13,121 min,"Action, Adventure, Comedy, Sci-Fi",James Gunn,"James Gunn, Nicole Perlman, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Bill Mantlo (character created by: Rocket Raccoon), Keith Giffen (character created by: Rocket Raccoon), Jim Starlin (characters created by: Drax the Destroyer,  Gamora & Thanos), Steve Englehart (character created by: Star-Lord), Steve Gan (character created by: Star-Lord), Steve Gerber (character created by: Howard the Duck), Val Mayerik (character created by: Howard the Duck)","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,English,USA,Nominated for 2 Oscars. Another 52 wins & 99 nominations.,https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_SX300.jpg,8.0,"991,415",09 Dec 2014,Walt Disney Pictures,Friday,August,2014,772.7766,121,Action
98566,Teenage Mutant Ninja Turtles,2014-08-08,125000000.0,477200000.0,tt1291150,PG-13,101 min,"Action, Adventure, Comedy, Sci-Fi",Jonathan Liebesman,"Josh Appelbaum, André Nemec, Evan Daugherty, Peter Laird (based on the Teenage Mutant Ninja Turtles characters created by), Kevin Eastman (based on the Teenage Mutant Ninja Turtles characters created by)","Megan Fox, Will Arnett, William Fichtner, Alan Ritchson","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","English, Japanese",USA,1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_SX300.jpg,5.8,"194,670",16 Dec 2014,Paramount Pictures,Friday,August,2014,477.2,101,Action
228194,The Hundred-Foot Journey,2014-08-08,22000000.0,88880821.0,tt2980648,PG,122 min,"Comedy, Drama",Lasse Hallström,"Steven Knight (screenplay by), Richard C. Morais (novel)","Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon",The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.,"English, French, Hindi","USA, India, United Arab Emirates",Nominated for 1 Golden Globe. Another 2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ3Mjg2MTE4M15BMl5BanBnXkFtZTgwMzcyNDMwMjE@._V1_SX300.jpg,7.3,"72,074",02 Dec 2014,Walt Disney Pictures,Friday,August,2014,88.880821,122,Comedy
212716,What If,2014-08-08,11000000.0,7847000.0,tt1486834,PG-13,98 min,"Comedy, Romance",Michael Dowse,"Elan Mastai, T.J. Dawe (play), Michael Rinaldi (play)","Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",English,"Ireland, Canada",2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTcyODc4Njg4OF5BMl5BanBnXkFtZTgwNDIwNDA4MTE@._V1_SX300.jpg,6.8,"65,989",25 Nov 2014,CBS Films,Friday,August,2014,7.847,98,Comedy
216282,Into the Storm,2014-08-08,50000000.0,160602194.0,tt2106361,PG-13,89 min,"Action, Adventure, Drama, Thriller",Steven Quale,John Swetnam,"Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon","Storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of Silverton.",English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjMwODI2ODc3Nl5BMl5BanBnXkFtZTgwMDQwNjkwMjE@._V1_SX300.jpg,5.8,"61,892",18 Nov 2014,Warner Bros. Pictures,Friday,August,2014,160.602194,89,Action
192149,The Two Faces of January,2014-08-08,0.0,4507463.0,tt1976000,PG-13,96 min,"Romance, Thriller",Hossein Amini,"Hossein Amini, Patricia Highsmith (based on the novel by)","Oscar Isaac, Viggo Mortensen, Kirsten Dunst, Daisy Bevan","A thriller centered on a con artist, his wife, and a stranger who flee Athens after one of them is caught up in the death of a private detective.","English, Greek, Turkish","UK, France, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BZjZlZDdiNWItMWZhYi00ODA1LThkNDctODM2N2Y0ZjBmNWU5XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,6.2,"28,216",13 Jan 2015,Magnolia Pictutures,Friday,August,2014,4.507463,96,Romance
